uid,id.orig_p,id.resp_p,version,mode,stratum,poll,precision,root_delay,root_disp,ref_id,ref_time,org_time,rec_time,xmt_time,num_exts,device
Cm1q7S2r2TcqDEGS7g,3084,123,3,4,1,16,4e-06,0.0,0.001053,PTB\x00,2016-08-18 13:02:00.045641899,2016-08-18 15:01:55.613874912,2016-08-18 13:02:03.631652117,2016-08-18 13:02:03.631819010,0,WeMoSwitch2
CSvveh2pbkWieiJaYc,3072,123,3,3,0,256,1.0,0.0,0.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,2000-01-01 00:01:24.979293942,0,EdimaxPlug2101W
CSvveh2pbkWieiJaYc,3072,123,3,4,2,256,0.0,0.000397,0.006851,228.143.95.23,2016-09-06 13:29:26.309789896,2000-01-01 00:01:24.979293942,2016-09-06 13:33:54.348864079,2016-09-06 13:33:54.348921061,0,EdimaxPlug2101W
CiR8E03CyMr3npDaT7,59723,123,4,3,0,1,1.0,0.0,0.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1922-12-30 23:10:12.191910982,0,HueBridge
CsWeVk1TP5yClsbgg9,34869,123,4,3,0,1,1.0,0.0,0.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1918-07-05 14:17:57.433404922,0,HueBridge
CetXSr1BlrGCtSJ413,57737,123,4,3,0,1,1.0,0.0,0.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1960-10-27 22:46:10.331534982,0,HueBridge
ClFcE3dryoEiH5fYi,58670,123,4,3,0,1,1.0,0.0,0.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1962-05-15 09:03:42.402359992,0,HueBridge
CiR8E03CyMr3npDaT7,59723,123,4,4,2,8,0.0,0.013489,0.048721,192.53.103.108,2016-09-12 10:33:20.545561075,1922-12-30 23:10:12.191910982,2016-09-12 11:13:07.788981915,2016-09-12 11:13:07.789045095,0,HueBridge
CetXSr1BlrGCtSJ413,57737,123,4,4,2,8,0.0,0.008759,0.024811,131.188.3.222,2016-09-12 11:04:24.099458933,1960-10-27 22:46:10.331534982,2016-09-12 11:13:07.792167902,2016-09-12 11:13:07.792231083,0,HueBridge
ClFcE3dryoEiH5fYi,58670,123,4,4,2,8,1e-06,0.01593,0.053665,36.224.68.195,2016-09-12 10:42:01.142977953,1962-05-15 09:03:42.402359992,2016-09-12 11:13:07.797827005,2016-09-12 11:13:07.797869921,0,HueBridge
CsWeVk1TP5yClsbgg9,34869,123,4,4,3,8,0.0,0.018005,0.107941,196.10.52.57,2016-09-12 10:44:05.817209005,1918-07-05 14:17:57.433404922,2016-09-12 11:13:07.886246920,2016-09-12 11:13:07.886274099,0,HueBridge
C7oYit4fmp4FaTeXy,51107,123,4,3,0,1,1.0,0.0,0.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1958-04-02 03:44:02.080076993,0,HueBridge
C7oYit4fmp4FaTeXy,51107,123,4,4,2,8,0.0,0.008759,0.024826,131.188.3.222,2016-09-12 11:04:24.099458933,1958-04-02 03:44:02.080076993,2016-09-12 11:13:08.985122919,2016-09-12 11:13:08.985193014,0,HueBridge
C17DrAbOqmtO460tf,36727,123,4,3,0,1,1.0,0.0,0.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1965-03-11 15:04:29.136720985,0,HueBridge
CueS483HPt5UWRCmHd,42826,123,4,3,0,1,1.0,0.0,0.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1947-04-16 10:46:55.088029981,0,HueBridge
CDoH0Y26hL5YqgHDba,38457,123,4,3,0,1,1.0,0.0,0.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1963-08-15 17:22:48.408771008,0,HueBridge
CTpxe3528aL1MOiu1,49279,123,4,3,0,1,1.0,0.0,0.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1960-09-07 09:10:13.282139003,0,HueBridge
C17DrAbOqmtO460tf,36727,123,4,4,2,8,0.0,0.013489,0.048752,192.53.103.108,2016-09-12 10:33:20.545561075,1965-03-11 15:04:29.136720985,2016-09-12 11:13:09.993634939,2016-09-12 11:13:09.993668079,0,HueBridge
CDoH0Y26hL5YqgHDba,38457,123,4,4,2,8,0.0,0.008759,0.024841,131.188.3.222,2016-09-12 11:04:24.099458933,1963-08-15 17:22:48.408771008,2016-09-12 11:13:09.993381023,2016-09-12 11:13:09.993490934,0,HueBridge
CTpxe3528aL1MOiu1,49279,123,4,4,2,8,1e-06,0.01593,0.053696,36.224.68.195,2016-09-12 10:42:01.142977953,1960-09-07 09:10:13.282139003,2016-09-12 11:13:09.996577024,2016-09-12 11:13:09.996623993,0,HueBridge
CueS483HPt5UWRCmHd,42826,123,4,4,3,8,0.0,0.018005,0.107971,196.10.52.57,2016-09-12 10:44:05.817209005,1947-04-16 10:46:55.088029981,2016-09-12 11:13:10.089093924,2016-09-12 11:13:10.089118004,0,HueBridge
C5MDI51Hb56I8quE83,38251,123,4,3,0,1,1.0,0.0,0.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1967-11-21 23:55:48.060553998,0,HueBridge
CzGj101mmuPOyAUTrh,38911,123,4,3,0,1,1.0,0.0,0.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1947-12-11 13:03:42.100335956,0,HueBridge
Cplvb63OxoFz4WCAzj,47855,123,4,3,0,1,1.0,0.0,0.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1931-03-29 03:26:52.044162989,0,HueBridge
CpAzMn2weGldRHSugh,40175,123,4,3,0,1,1.0,0.0,0.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1932-03-01 08:10:36.162918091,0,HueBridge
C5MDI51Hb56I8quE83,38251,123,4,4,2,8,0.0,0.013489,0.048782,192.53.103.108,2016-09-12 10:33:20.545561075,1967-11-21 23:55:48.060553998,2016-09-12 11:13:12.190196991,2016-09-12 11:13:12.190215111,0,HueBridge
Cplvb63OxoFz4WCAzj,47855,123,4,4,2,8,0.0,0.008759,0.024887,131.188.3.222,2016-09-12 11:04:24.099458933,1931-03-29 03:26:52.044162989,2016-09-12 11:13:12.189790010,2016-09-12 11:13:12.189888000,0,HueBridge
CpAzMn2weGldRHSugh,40175,123,4,4,2,8,1e-06,0.01593,0.053726,36.224.68.195,2016-09-12 10:42:01.142977953,1932-03-01 08:10:36.162918091,2016-09-12 11:13:12.193332911,2016-09-12 11:13:12.193382025,0,HueBridge
CzGj101mmuPOyAUTrh,38911,123,4,4,3,8,0.0,0.018005,0.108002,196.10.52.57,2016-09-12 10:44:05.817209005,1947-12-11 13:03:42.100335956,2016-09-12 11:13:12.285718918,2016-09-12 11:13:12.285746098,0,HueBridge
CVxvgBV6uVev22tEj,56148,123,4,3,0,1,1.0,0.0,0.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1946-10-20 14:09:32.305426002,0,HueBridge
CjBOaR3MbLvKdFbqf,49880,123,4,3,0,1,1.0,0.0,0.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1901-12-20 14:50:47.080868959,0,HueBridge
C7kIaW2ZpQNEzlzCj8,46160,123,4,3,0,1,1.0,0.0,0.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1931-10-08 19:54:21.094532967,0,HueBridge
CVxvgBV6uVev22tEj,56148,123,4,4,2,8,0.0,0.013489,0.048798,192.53.103.108,2016-09-12 10:33:20.545561075,1946-10-20 14:09:32.305426002,2016-09-12 11:13:13.385814905,2016-09-12 11:13:13.385875940,0,HueBridge
C7kIaW2ZpQNEzlzCj8,46160,123,4,4,2,8,0.0,0.008759,0.024902,131.188.3.222,2016-09-12 11:04:24.099458933,1931-10-08 19:54:21.094532967,2016-09-12 11:13:13.385363102,2016-09-12 11:13:13.385446072,0,HueBridge
CjBOaR3MbLvKdFbqf,49880,123,4,4,3,8,0.0,0.018005,0.108017,196.10.52.57,2016-09-12 10:44:05.817209005,1901-12-20 14:50:47.080868959,2016-09-12 11:13:13.481131077,2016-09-12 11:13:13.481154919,0,HueBridge
CTdUfwulGisNa9Gal,41763,123,4,3,0,1,1.0,0.0,0.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1941-11-06 20:49:56.300426960,0,HueBridge
CTdUfwulGisNa9Gal,41763,123,4,4,2,8,1e-06,0.01593,0.053757,36.224.68.195,2016-09-12 10:42:01.142977953,1941-11-06 20:49:56.300426960,2016-09-12 11:13:14.583978891,2016-09-12 11:13:14.584022999,0,HueBridge
CMuafM1lCcO1PpOsei,43460,123,4,3,0,1,1.0,0.0,0.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1929-06-07 20:22:42.246298075,0,HueBridge
CMuafM1lCcO1PpOsei,43460,123,4,4,3,8,0.0,0.018005,0.108505,196.10.52.57,2016-09-12 10:44:05.817209005,1929-06-07 20:22:42.246298075,2016-09-12 11:13:45.721461058,2016-09-12 11:13:45.721486092,0,HueBridge
CzIG9G4QbZlIkMODrh,38091,123,4,3,0,1,1.0,0.0,0.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1915-10-13 10:02:08.173893929,0,HueBridge
Cvfl7K3Ttbzg2sXBlc,34148,123,4,3,0,1,1.0,0.0,0.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1949-06-25 01:39:56.029474020,0,HueBridge
CzIG9G4QbZlIkMODrh,38091,123,4,4,2,8,0.0,0.013489,0.049301,192.53.103.108,2016-09-12 10:33:20.545561075,1915-10-13 10:02:08.173893929,2016-09-12 11:13:46.821548939,2016-09-12 11:13:46.821569920,0,HueBridge
Cvfl7K3Ttbzg2sXBlc,34148,123,4,4,2,8,0.0,0.008759,0.025406,131.188.3.222,2016-09-12 11:04:24.099458933,1949-06-25 01:39:56.029474020,2016-09-12 11:13:46.820962906,2016-09-12 11:13:46.821057081,0,HueBridge
CAqrsx251LmXrfp1r1,45592,123,4,3,0,1,1.0,0.0,0.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1951-12-15 17:09:52.273041010,0,HueBridge
CAqrsx251LmXrfp1r1,45592,123,4,4,2,8,1e-06,0.01593,0.054276,36.224.68.195,2016-09-12 10:42:01.142977953,1951-12-15 17:09:52.273041010,2016-09-12 11:13:47.833146095,2016-09-12 11:13:47.833192110,0,HueBridge
Csa6GU1hsNoraAqsf,56376,123,4,3,0,1,1.0,0.0,0.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1957-12-19 01:35:57.009356976,0,HueBridge
Csa6GU1hsNoraAqsf,56376,123,4,4,3,8,0.0,0.018005,0.108994,196.10.52.57,2016-09-12 10:44:05.817209005,1957-12-19 01:35:57.009356976,2016-09-12 11:14:17.968296051,2016-09-12 11:14:17.968322039,0,HueBridge
CrTYo82s2XEr7Fh0qa,45124,123,4,3,0,1,1.0,0.0,0.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1956-09-30 05:34:05.077207983,0,HueBridge
CrTYo82s2XEr7Fh0qa,45124,123,4,4,2,8,0.0,0.013489,0.049789,192.53.103.108,2016-09-12 10:33:20.545561075,1956-09-30 05:34:05.077207983,2016-09-12 11:14:19.068301916,2016-09-12 11:14:19.068389893,0,HueBridge
CKg5Hj4Gkdi3bVomO8,46281,123,4,3,0,1,1.0,0.0,0.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1942-03-29 16:34:44.421072960,0,HueBridge
CdSbel4XYfCiSqeQEl,54676,123,4,3,0,1,1.0,0.0,0.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1933-02-02 12:56:41.324807882,0,HueBridge
CKg5Hj4Gkdi3bVomO8,46281,123,4,4,2,8,0.0,0.008759,0.025894,131.188.3.222,2016-09-12 11:04:24.099458933,1942-03-29 16:34:44.421072960,2016-09-12 11:14:20.075309992,2016-09-12 11:14:20.075407982,0,HueBridge
CdSbel4XYfCiSqeQEl,54676,123,4,4,2,8,1e-06,0.01593,0.054749,36.224.68.195,2016-09-12 10:42:01.142977953,1933-02-02 12:56:41.324807882,2016-09-12 11:14:20.078885078,2016-09-12 11:14:20.078933001,0,HueBridge
CT1dz9uOWq92nhorf,53128,123,4,3,0,1,1.0,0.0,0.0,\x00\x00\x00\x00,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1957-01-27 13:33:25.461978972,0,HueBridge
CT1dz9uOWq92nhorf,53128,123,4,4,3,8,0.0,0.018005,0.109497,196.10.52.57,2016-09-12 10:44:05.817209005,1957-01-27 13:33:25.461978972,2016-09-12 11:14:51.216772079,2016-09-12 11:14:51.216794014,0,HueBridge
