uid,fuid,id.orig_p,id.resp_p,source,depth,analyzers,mime_type,filename,duration,local_orig,is_orig,seen_bytes,total_bytes,missing_bytes,overflow_bytes,timedout,parent_fuid,md5,sha1,sha256,extracted,extracted_cutoff,extracted_size,device
CX7PnoQ8nsoNcaUgg,Fd8i002Ha50jV9fnW,46695,80,HTTP,0,(empty),text/json,-,0.0,T,F,464,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
CMT5f64gneQZk69dka,FV27my2LjmNBidRaki,45583,80,HTTP,0,(empty),text/json,-,0.008957,T,F,4142,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
CEytfC4NJfkr7f8Dyc,FMJaQ54OrrDjVKZSV7,55336,80,HTTP,0,(empty),text/json,-,0.0,T,F,464,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
CzPoc9JsdLV5kENjj,FGAzN93AuRPHckVdx8,51649,80,HTTP,0,(empty),text/json,-,0.0,T,F,464,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
CS08XU1KPa39U3G80k,F55acngh231Elbnm,56038,80,HTTP,0,(empty),text/json,-,0.0,T,F,464,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
C3Npsqs64WdoJQme9,F4bYO21I6Ds4CrFzk2,56196,80,HTTP,0,(empty),text/json,-,0.0,T,F,464,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
CdmPnJ3fL8dttjflz9,FlsbqU2eWjJCfrY6r8,38923,80,HTTP,0,(empty),text/json,-,0.0,T,F,464,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
Crd0Z9FQdeb9LPS8i,FdQ7XHOcc2DMs1Hq6,60483,80,HTTP,0,(empty),text/json,-,0.0,T,F,464,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
CUvI7k13H6cLqYGd7k,Fw8sSw2dBx2M6Y7Mli,33915,80,HTTP,0,(empty),text/json,-,0.0,T,F,464,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
CQs4JOoGjXwNB0VQ6,FYK4nL2ZFOWR0pSHpi,54729,80,HTTP,0,(empty),text/json,-,0.0,T,F,464,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
COkTi64j1AXYfEGfLe,F89cEk2RfevlrL0Mbk,47452,80,HTTP,0,(empty),text/json,-,0.0,T,F,464,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
CSaJNR3OqLTpFeRIda,FGlTL6u6nsPZPzOx,60035,80,HTTP,0,(empty),text/json,-,0.0,T,F,464,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
COW32N1GWNb9ChfuGh,FOLshGAG058qcYe7k,43412,80,HTTP,0,(empty),text/json,-,0.0,T,F,464,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
CwK8DC1RPQvkLcM4V7,FDSVVrcrNuVdeKwbb,35280,80,HTTP,0,(empty),text/json,-,0.0,T,F,464,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
CFfcCzBHCHXakAXa2,FMdmQ7pBpp9OmY8o9,52877,80,HTTP,0,(empty),text/json,-,0.0,T,F,464,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
CEgAT02WcNFJ7dDk4c,FNVuCZ1Wj5EPg1xiL1,53240,80,HTTP,0,(empty),text/json,-,0.0,T,F,464,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
Ca9kgp1zZygwpJ2g0e,Fr1Ab81J6mOd8JZEze,46240,80,HTTP,0,(empty),text/json,-,0.0,T,F,464,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
CK5Vmf1NW25BJovQCi,FYAbAY2WnuKyDlrzSj,56423,80,HTTP,0,(empty),text/json,-,0.0,T,F,464,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
CqGd9n30Z6eokmQaP8,FYwOIl4AsNERQVdLy1,58125,80,HTTP,0,(empty),text/json,-,0.0,T,F,464,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
CYgdVa3Z1kGFJHqa3l,F0okee59Ou9j6H7A1,39098,80,HTTP,0,(empty),text/json,-,0.0,T,F,464,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
CvE2KovM8fHKOwWV9,FAWEnJ2BIhYWXEzEXe,32862,80,HTTP,0,(empty),text/json,-,0.0,T,F,464,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
CCErDt1IhnycB64mQ6,FciHke3c5oJuRhFDQ5,52146,80,HTTP,0,(empty),text/json,-,0.0,T,F,464,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
CJqqWrQqfJzXAgNTg,FQwsBj47MPctlF0b16,40486,80,HTTP,0,(empty),text/json,-,0.009004,T,F,4142,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
CBQjBC4GR4sZDr2bib,FzYM394pTTlYh0dL4f,58876,80,HTTP,0,(empty),text/json,-,0.0,T,F,464,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
CJq6oq3775RYiAFtt1,FNIfr44gvdfouWZ9U5,50653,80,HTTP,0,(empty),text/json,-,0.0,T,F,464,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
CPuAUv2SbBRruFqblk,FKj4Wy2mqvU0mXCMJi,45355,80,HTTP,0,(empty),text/json,-,0.0,T,F,464,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
CQGmGDtTQXHZgD3P5,FqsAc02DMdkKSPPv7l,50434,80,HTTP,0,(empty),text/json,-,0.0,T,F,464,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
CqYwn93CEeFSvp58M4,FBctSx2KLrORftGPnd,58367,80,HTTP,0,(empty),text/json,-,0.0,T,F,464,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
Cf0Rdg4KwxuvRJ4HOl,FTr9Aj3gHBenm2LCQl,38099,80,HTTP,0,(empty),text/json,-,0.0,T,F,464,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
C7YSRK2KR2KY1XuTli,F3Ndh93xACAMXAXgGf,59934,80,HTTP,0,(empty),text/json,-,0.0,T,F,464,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
CJaWHE4EYwgIs8qf7e,F65r8eGoE37ueSJof,53942,80,HTTP,0,(empty),text/json,-,0.0,T,F,464,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
C1Kq5n4au6ZJaidGde,FrMBTQ19kRvYQJX1U2,59421,80,HTTP,0,(empty),text/json,-,0.0,T,F,464,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
Cm3P3Z1wysroDx1Fa3,FBiuXntCT5oNd4FW1,45507,80,HTTP,0,(empty),text/json,-,0.0,T,F,464,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
CWD91W2Z1jwxUPC0fl,FcciNd22hYDltM40G3,48434,80,HTTP,0,(empty),text/json,-,0.0,T,F,464,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
C0ycP14GwK9QXI4Jnl,FtCSBK2eSE7PA6leRj,37103,80,HTTP,0,(empty),text/json,-,0.0,T,F,464,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
CLRVGr4O0qWqRf2iAd,F8KNw54gHOgtVLpWMe,37796,80,HTTP,0,(empty),text/json,-,0.0,T,F,464,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
CZB9GR3hbXURkMv8Mi,FGVAQAZTsQSACSKW1,49513,80,HTTP,0,(empty),text/json,-,0.0,T,F,464,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
CYLWsjwkaRQX39kC1,FdZ3Ic1rnrWuxD1hk6,52844,80,HTTP,0,(empty),text/json,-,0.0,T,F,464,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
Cvpif3RQc1sZln9U2,F4czrb4Xqcd9690PMl,36018,80,HTTP,0,(empty),text/json,-,0.0,T,F,464,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
C7XXi14oH0Hi8dWpxb,FJvnYq4qwjrY8q2rgf,33279,80,HTTP,0,(empty),text/json,-,0.0,T,F,464,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
CMaNBx36uOM0rHEXja,FqT5283XWVVrHGFVh8,58741,80,HTTP,0,(empty),text/json,-,0.0,T,F,464,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
C1KvvI125gTEeDRw26,FfjU8s4OOKw4h3pAbf,45215,80,HTTP,0,(empty),text/json,-,0.0,T,F,464,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
C7dMlj2ykMBc508QQg,FC1oX11LpQ9KKk8wH9,52834,80,HTTP,0,(empty),text/json,-,0.0,T,F,464,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
CiEnxE4hRTinPOGO84,FOF7IdPtT7x2QvBZ8,40516,80,HTTP,0,(empty),text/json,-,0.008875,T,F,4142,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
CATzoO33sxQ1ymlKYh,F7IPcl1mbkD56nHfAl,45554,80,HTTP,0,(empty),text/json,-,0.0,T,F,464,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
CAfbCM1pIMgtCTKBz3,FO8Qj21egO8o668Jx8,56763,80,HTTP,0,(empty),text/json,-,0.0,T,F,464,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
CE43m81Y7ksZT5MAac,FuM1CG3kBVOKMwJai5,42047,80,HTTP,0,(empty),text/json,-,0.0,T,F,464,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
Cw3RYg4Jt9yeFgvvQg,FZ2Dl24f7e4Giob6Sl,46137,80,HTTP,0,(empty),text/json,-,0.0,T,F,464,-,0,0,F,-,-,-,-,-,-,-,HueSwitch
COvhZZ1F5dcWbOOgc,Fg0HuB4f6umQhSitC9,55057,80,HTTP,0,(empty),text/plain,-,0.0,F,F,32,32,0,0,F,-,-,-,-,-,-,-,D-LinkHomeHub
C7IKOS2v2qdLaEss91,FYg6aFV3XAqLi5xI9,54756,80,HTTP,0,(empty),-,-,0.0,F,F,9,9,0,0,F,-,-,-,-,-,-,-,D-LinkHomeHub
CSnNfM3e0V2QeyASPe,Ffbcs842A28JTyxsKh,43695,80,HTTP,0,(empty),text/plain,-,0.0,F,F,310,310,0,0,F,-,-,-,-,-,-,-,D-LinkHomeHub
CfWfOmtpVsQvo29T1,FLumOz2r0h02kusSL2,60044,80,HTTP,0,(empty),-,-,0.0,F,F,9,9,0,0,F,-,-,-,-,-,-,-,D-LinkHomeHub
C110D81Fnlbscd2B0d,FKVPBgHAjcJDy4Mxa,57963,80,HTTP,0,(empty),application/soap+xml,-,0.0,T,T,457,457,0,0,F,-,-,-,-,-,-,-,D-LinkHomeHub
C110D81Fnlbscd2B0d,FKLo573uvn4hn0K25f,57963,80,HTTP,0,(empty),application/soap+xml,-,0.0,T,F,458,458,0,0,F,-,-,-,-,-,-,-,D-LinkHomeHub
C110D81Fnlbscd2B0d,FwVPRw3xM8ksFsc99h,57963,80,HTTP,0,(empty),application/soap+xml,-,0.0,T,T,487,487,0,0,F,-,-,-,-,-,-,-,D-LinkHomeHub
C110D81Fnlbscd2B0d,FjYRgH6Bzr78Sq4Zj,57963,80,HTTP,0,(empty),application/soap+xml,-,0.0,T,F,350,350,0,0,F,-,-,-,-,-,-,-,D-LinkHomeHub
C110D81Fnlbscd2B0d,F658yr1UFx5Ck6QpP4,57963,80,HTTP,0,(empty),application/soap+xml,-,0.0,T,T,363,363,0,0,F,-,-,-,-,-,-,-,D-LinkHomeHub
C110D81Fnlbscd2B0d,F0vff61bzpkkuZHlXd,57963,80,HTTP,0,(empty),application/soap+xml,-,0.0001,T,F,3502,3502,0,0,F,-,-,-,-,-,-,-,D-LinkHomeHub
C110D81Fnlbscd2B0d,FsP6NX3l6t0PzKBB2g,57963,80,HTTP,0,(empty),application/soap+xml,-,0.0,T,T,563,563,0,0,F,-,-,-,-,-,-,-,D-LinkHomeHub
C110D81Fnlbscd2B0d,FfFF5XcE3jA3RHwW,57963,80,HTTP,0,(empty),application/soap+xml,-,0.0,T,F,393,393,0,0,F,-,-,-,-,-,-,-,D-LinkHomeHub
C110D81Fnlbscd2B0d,FGlaTM2up5WEoexLSf,57963,80,HTTP,0,(empty),application/soap+xml,-,0.0,T,T,541,541,0,0,F,-,-,-,-,-,-,-,D-LinkHomeHub
C110D81Fnlbscd2B0d,FK62Ymk2ZUS1ObQT6,57963,80,HTTP,0,(empty),application/soap+xml,-,0.0,T,F,397,397,0,0,F,-,-,-,-,-,-,-,D-LinkHomeHub
C110D81Fnlbscd2B0d,FNNOUP5es4s5ibCag,57963,80,HTTP,0,(empty),application/soap+xml,-,0.0,T,T,359,359,0,0,F,-,-,-,-,-,-,-,D-LinkHomeHub
C110D81Fnlbscd2B0d,FAVEaJ16GHg0bbdrD4,57963,80,HTTP,0,(empty),application/soap+xml,-,0.0,T,F,647,647,0,0,F,-,-,-,-,-,-,-,D-LinkHomeHub
CzQwQWFf8951H0NMh,F5m8BBB6jj7CUbHD9,46687,80,HTTP,0,(empty),text/plain,-,0.0,F,F,32,32,0,0,F,-,-,-,-,-,-,-,D-LinkHomeHub
C110D81Fnlbscd2B0d,FHOHrK2FnZonnKl2r,57963,80,HTTP,0,(empty),application/soap+xml,-,0.0,T,T,521,521,0,0,F,-,-,-,-,-,-,-,D-LinkHomeHub
C110D81Fnlbscd2B0d,FLu96ZcH4gQb7sQci,57963,80,HTTP,0,(empty),application/soap+xml,-,0.0,T,F,361,361,0,0,F,-,-,-,-,-,-,-,D-LinkHomeHub
CtypYfpc7MYjfMJ6e,FRGcP83nnV2M7GKgkg,39306,80,HTTP,0,(empty),text/plain,-,0.0,F,F,310,310,0,0,F,-,-,-,-,-,-,-,D-LinkHomeHub
CfJca93eBz8gml5PJc,F7MpR41c9Q1CJhCYn8,59919,80,HTTP,0,(empty),application/x-executable,-,1.314721,F,F,196060,196060,0,0,F,-,-,-,-,-,-,-,D-LinkHomeHub
CExBgY1xNf51vbE2Li,FMHMUu1sw9gOFjS55j,49153,80,HTTP,0,(empty),text/plain,-,0.0,T,T,12,12,0,0,F,-,-,-,-,-,-,-,Withings
CExBgY1xNf51vbE2Li,FZuEmy27PkeXPUWKpk,49153,80,HTTP,0,(empty),text/json,-,0.0,F,F,12,12,0,0,F,-,-,-,-,-,-,-,Withings
C5WqDIfqVM0oq60li,FNn2gd32TsvztCkx7k,49154,80,HTTP,0,(empty),text/plain,-,0.0,T,T,10,10,0,0,F,-,-,-,-,-,-,-,Withings
C5WqDIfqVM0oq60li,FpJfTk4xZ0tUVZRt9k,49154,80,HTTP,0,(empty),text/json,-,0.0,F,F,48,48,0,0,F,-,-,-,-,-,-,-,Withings
C5WqDIfqVM0oq60li,FKoOY94c72tUn4UU82,49154,80,HTTP,0,(empty),text/plain,-,0.0,T,T,160,160,0,0,F,-,-,-,-,-,-,-,Withings
C5WqDIfqVM0oq60li,FCpyzH14L55YAgIg81,49154,80,HTTP,0,(empty),text/json,-,0.0,F,F,219,219,0,0,F,-,-,-,-,-,-,-,Withings
C5WqDIfqVM0oq60li,FSPyvE2ZmvIRxv8wii,49154,80,HTTP,0,(empty),text/plain,-,0.451683,T,T,4473,4473,0,0,F,-,-,-,-,-,-,-,Withings
C5WqDIfqVM0oq60li,F3x66N1rQfmvApBx1k,49154,80,HTTP,0,(empty),text/json,-,0.0,F,F,12,12,0,0,F,-,-,-,-,-,-,-,Withings
C5WqDIfqVM0oq60li,FQWi8M2lkJiWai0Kfb,49154,80,HTTP,0,(empty),text/plain,-,0.0,T,T,93,93,0,0,F,-,-,-,-,-,-,-,Withings
C5WqDIfqVM0oq60li,F0v6fy1KHgIaL0v62k,49154,80,HTTP,0,(empty),text/json,-,0.0,F,F,44,44,0,0,F,-,-,-,-,-,-,-,Withings
C5WqDIfqVM0oq60li,FI5EQs4Hi8EQdosSS4,49154,80,HTTP,0,(empty),text/plain,-,0.0,T,T,46,46,0,0,F,-,-,-,-,-,-,-,Withings
C5WqDIfqVM0oq60li,FdcFBK0afj8TN4nsb,49154,80,HTTP,0,(empty),text/json,-,0.0,F,F,12,12,0,0,F,-,-,-,-,-,-,-,Withings
CyLs9320ORDIduIMKg,FkgL9Y2FizYkIpUMNg,48910,80,HTTP,0,(empty),application/soap+xml,-,0.0,T,T,457,457,0,0,F,-,-,-,-,-,-,-,D-LinkCam
CyLs9320ORDIduIMKg,FYSc3X305DhXLs3wC7,48910,80,HTTP,0,(empty),application/soap+xml,-,0.0,T,F,458,458,0,0,F,-,-,-,-,-,-,-,D-LinkCam
CdiWf93FVFqVdeOUg3,FhVJhW1Q9equulST3g,53619,80,HTTP,0,(empty),application/soap+xml,-,0.0,T,T,487,487,0,0,F,-,-,-,-,-,-,-,D-LinkCam
CdiWf93FVFqVdeOUg3,FDymds34iCsLobxIrb,53619,80,HTTP,0,(empty),application/soap+xml,-,0.0,T,F,350,350,0,0,F,-,-,-,-,-,-,-,D-LinkCam
CfpwDt04usob6J7Dd,Fe4slE2lo4KcAjMVii,37894,80,HTTP,0,(empty),application/soap+xml,-,0.0,T,T,363,363,0,0,F,-,-,-,-,-,-,-,D-LinkCam
CfpwDt04usob6J7Dd,F6wWWu17UXhPLGyfxb,37894,80,HTTP,0,(empty),application/soap+xml,-,0.000673,T,F,2424,2424,0,0,F,-,-,-,-,-,-,-,D-LinkCam
CJXFfn2emo2ZcgcBOb,FmD0gh3NcrDTfZQq29,52650,80,HTTP,0,(empty),application/soap+xml,-,0.0,T,T,692,692,0,0,F,-,-,-,-,-,-,-,D-LinkCam
CJXFfn2emo2ZcgcBOb,FEpjdK2KzKaoWLE7Il,52650,80,HTTP,0,(empty),application/soap+xml,-,0.0,T,F,393,393,0,0,F,-,-,-,-,-,-,-,D-LinkCam
CpYeDAIRN72E6wvq1,FcY6r91Scrm7R0wxQ3,52993,80,HTTP,0,(empty),application/soap+xml,-,0.0,T,T,457,457,0,0,F,-,-,-,-,-,-,-,D-LinkCam
CpYeDAIRN72E6wvq1,FrFLfVtLI6d1ucXh9,52993,80,HTTP,0,(empty),application/soap+xml,-,0.0,T,F,458,458,0,0,F,-,-,-,-,-,-,-,D-LinkCam
Cwvrc14XvNy6o7wR9h,FE3SxfIvnIVOLk4lb,45077,80,HTTP,0,(empty),application/soap+xml,-,0.0,T,T,487,487,0,0,F,-,-,-,-,-,-,-,D-LinkCam
Cwvrc14XvNy6o7wR9h,FAERWP1R2D2cc8Gz0i,45077,80,HTTP,0,(empty),application/soap+xml,-,0.0,T,F,350,350,0,0,F,-,-,-,-,-,-,-,D-LinkCam
C8glJX1MViumUpJUrc,FqSZ1AE2X3uHfLtR1,46188,80,HTTP,0,(empty),application/soap+xml,-,0.0,T,T,363,363,0,0,F,-,-,-,-,-,-,-,D-LinkCam
C8glJX1MViumUpJUrc,FVAoQycenZcYN0OUh,46188,80,HTTP,0,(empty),application/soap+xml,-,0.000232,T,F,2424,2424,0,0,F,-,-,-,-,-,-,-,D-LinkCam
CaIFoMkQTIzWVi2ve,FAZg1s3bezPIJ6vP1c,38652,80,HTTP,0,(empty),application/soap+xml,-,0.0,T,T,690,690,0,0,F,-,-,-,-,-,-,-,D-LinkCam
CaIFoMkQTIzWVi2ve,Flsv24wcC0gl03Kba,38652,80,HTTP,0,(empty),application/soap+xml,-,0.0,T,F,393,393,0,0,F,-,-,-,-,-,-,-,D-LinkCam
CT41bQ1JV7jbQ8ptFh,F8LdgI392LmNrtCFZb,38436,80,HTTP,0,(empty),application/soap+xml,-,0.0,T,T,364,364,0,0,F,-,-,-,-,-,-,-,D-LinkCam
CT41bQ1JV7jbQ8ptFh,Ff8oIgAU1hualnD31,38436,80,HTTP,0,(empty),application/soap+xml,-,0.0,T,F,885,885,0,0,F,-,-,-,-,-,-,-,D-LinkCam
CpkaY542kPkMHdQ2Zb,FQtYvx2EfMYMwcvURa,55197,80,HTTP,0,(empty),application/soap+xml,-,0.0,T,T,529,529,0,0,F,-,-,-,-,-,-,-,D-LinkCam
CpkaY542kPkMHdQ2Zb,FWQeqk2thKTS75K8Oi,55197,80,HTTP,0,(empty),application/soap+xml,-,0.0,T,F,397,397,0,0,F,-,-,-,-,-,-,-,D-LinkCam
CNJgGnYMkjhvly0Gj,FSd2km3SG6qHSXzCk6,35068,80,HTTP,0,(empty),application/soap+xml,-,0.0,T,T,363,363,0,0,F,-,-,-,-,-,-,-,D-LinkCam
CNJgGnYMkjhvly0Gj,FtQHTOf8OPJHvSu9b,35068,80,HTTP,0,(empty),application/soap+xml,-,0.0,T,F,559,559,0,0,F,-,-,-,-,-,-,-,D-LinkCam
CRXPkE4QykcMxCawg2,F4RdFw1bWKjdrsuA76,35611,80,HTTP,0,(empty),application/soap+xml,-,0.0,T,T,539,539,0,0,F,-,-,-,-,-,-,-,D-LinkCam
CRXPkE4QykcMxCawg2,FASeMl4r5ZksPTveo3,35611,80,HTTP,0,(empty),application/soap+xml,-,0.0,T,F,377,377,0,0,F,-,-,-,-,-,-,-,D-LinkCam
COYx5j4iSAKgrhpQGf,FKMfk51tq5LgJBMqle,62997,80,HTTP,0,(empty),-,-,0.0,F,F,1,-,0,0,F,-,-,-,-,-,-,-,Aria
C1oqkISfTkXG3Bfug,FOm6VZ1M1rwSdile7k,60366,80,HTTP,0,(empty),-,-,0.0,T,T,48,48,0,0,F,-,-,-,-,-,-,-,Aria
C1oqkISfTkXG3Bfug,F0VJ4V20UjNfZkSIzb,60366,80,HTTP,0,(empty),-,-,0.0,F,F,104,104,0,0,F,-,-,-,-,-,-,-,Aria
CEfoTL13UPtajJTf49,F3vw6f5aATseNI8k9,49860,80,HTTP,0,(empty),-,-,0.0,F,F,9,9,0,0,F,-,-,-,-,-,-,-,D-LinkWaterSensor
CoPZRk1dWcWiVR8Zze,FjuTgk2j6SfsOtHLdf,45396,80,HTTP,0,(empty),text/plain,-,0.0,F,F,32,32,0,0,F,-,-,-,-,-,-,-,D-LinkWaterSensor
CNhU4N3042R9BdUdO7,FNCDne4IruzyCeefx5,54178,80,HTTP,0,(empty),text/plain,-,0.0,F,F,310,310,0,0,F,-,-,-,-,-,-,-,D-LinkWaterSensor
CJhUW44X838nf1G0S2,Ftcf4S2ejlInRnhSGk,45996,80,HTTP,0,(empty),application/x-executable,-,3.297106,F,F,196060,196060,0,0,F,-,-,-,-,-,-,-,D-LinkWaterSensor
C3O6hX1DK9Dx3OXoJe,FDNdDIZXV4cmyTWqg,52582,80,HTTP,0,(empty),application/xml,-,0.0,F,F,497,497,0,0,F,-,-,-,-,-,-,-,D-LinkSwitch
CwktMh1nav4JZVTCK6,FhCnxOCXzimXCuEDl,38412,80,HTTP,0,(empty),text/plain,-,0.0,F,F,32,32,0,0,F,-,-,-,-,-,-,-,D-LinkSwitch
CWIjx8obIv3cg3lK6,F7hsyp1FdRMMW7Tv9k,34793,80,HTTP,0,(empty),text/plain,-,0.0,F,F,310,310,0,0,F,-,-,-,-,-,-,-,D-LinkSwitch
C2qXdo4CGMRTsG0AEh,FySve14z2DsNoxylLl,36681,80,HTTP,0,(empty),application/x-executable,-,3.343961,F,F,196060,196060,0,0,F,-,-,-,-,-,-,-,D-LinkSwitch
CrTQEM3gM5pTm4Z7Oh,Fkkxz226ioXlptNxc2,40382,80,HTTP,0,(empty),application/xml,-,0.0,F,F,496,496,0,0,F,-,-,-,-,-,-,-,D-LinkSensor
CFrTqI3YcOIecU47N9,FaMDRr3kaOhuy0v1ri,41041,80,HTTP,0,(empty),text/plain,-,0.0,F,F,32,32,0,0,F,-,-,-,-,-,-,-,D-LinkSensor
CIP7DI31NnFM9tA8q4,FC9f6ZsZV8uWA5TWf,48250,80,HTTP,0,(empty),text/plain,-,0.0,F,F,310,310,0,0,F,-,-,-,-,-,-,-,D-LinkSensor
CGwndA4r40VQLooF3i,Fw701g85gXTSes7e6,58813,80,HTTP,0,(empty),application/x-executable,-,2.6383,F,F,253504,253504,0,0,F,-,-,-,-,-,-,-,D-LinkSensor
CabpYx3a3g5B7flhZf,FVGc504Mr4zGaQ3vE7,54141,10000,HTTP,0,(empty),application/xml,-,0.0,T,T,212,212,0,0,F,-,-,-,-,-,-,-,EdimaxPlug1101W
CabpYx3a3g5B7flhZf,FXOB7y2HnzYu6lG6u3,54141,10000,HTTP,0,(empty),application/xml,-,0.0,T,F,217,217,0,0,F,-,-,-,-,-,-,-,EdimaxPlug1101W
CYN2Gu1xlYb511MrM7,FsR2En1HbAibBOtNK2,50378,10000,HTTP,0,(empty),application/xml,-,0.0,T,T,212,212,0,0,F,-,-,-,-,-,-,-,EdimaxPlug1101W
CYN2Gu1xlYb511MrM7,FQmO6m1J5seGbiyFa,50378,10000,HTTP,0,(empty),application/xml,-,0.0,T,F,217,217,0,0,F,-,-,-,-,-,-,-,EdimaxPlug1101W
CgkbU83x9OyOhDRcN,Fec3Xl1VeGyPDOYCmg,55868,80,HTTP,0,(empty),-,-,0.0,F,F,9,9,0,0,F,-,-,-,-,-,-,-,D-LinkSiren
CKugvg1wP8cJu4DYl5,F0MFjk4x8Ku7MosZH3,36245,80,HTTP,0,(empty),text/plain,-,0.0,F,F,32,32,0,0,F,-,-,-,-,-,-,-,D-LinkSiren
CZScsosYEjYyvGZI7,FRf4w41otvLcGkfek6,43929,80,HTTP,0,(empty),text/plain,-,0.0,F,F,310,310,0,0,F,-,-,-,-,-,-,-,D-LinkSiren
CHMKSv3JXdPZInbHX8,FHx8Cj2TtKOEU0oPil,53742,80,HTTP,0,(empty),application/x-executable,-,1.976679,F,F,196060,196060,0,0,F,-,-,-,-,-,-,-,D-LinkSiren
CVnmVZ2ehu0FTWYEZ2,FTmqao1DJYRxqsFiGk,3391,8899,HTTP,0,(empty),text/plain,-,0.0,T,T,549,549,0,0,F,-,-,-,-,-,-,-,WeMoSwitch2
CVnmVZ2ehu0FTWYEZ2,FapPATeLEEebRWk96,3391,8899,HTTP,0,(empty),text/plain,-,0.0,F,F,67,67,0,0,F,-,-,-,-,-,-,-,WeMoSwitch2
CCrkEvWZ6ZgKlfP48,Fe0s0s2bfsopwwoRKa,57229,10000,HTTP,0,(empty),application/xml,-,0.0,T,T,300,300,0,0,F,-,-,-,-,-,-,-,EdimaxPlug2101W
CCrkEvWZ6ZgKlfP48,Fj652bamNQ57HVKH,57229,10000,HTTP,0,(empty),application/xml,-,0.0,T,F,318,318,0,0,F,-,-,-,-,-,-,-,EdimaxPlug2101W
CUlDtA2E2lig7D3PP1,FkJknF435i8qW3gFi,57063,10000,HTTP,0,(empty),application/xml,-,0.0,T,T,212,212,0,0,F,-,-,-,-,-,-,-,EdimaxPlug2101W
CUlDtA2E2lig7D3PP1,FR21BZ2pSHRXgSOdph,57063,10000,HTTP,0,(empty),application/xml,-,0.0,T,F,217,217,0,0,F,-,-,-,-,-,-,-,EdimaxPlug2101W
C2OwoJ2VyrRj2mngme,F6tBtm5VXX2QzoC7g,34354,10000,HTTP,0,(empty),application/xml,-,0.0,T,T,212,212,0,0,F,-,-,-,-,-,-,-,EdimaxPlug2101W
C2OwoJ2VyrRj2mngme,FXpEbnRvO8pM6Oude,34354,10000,HTTP,0,(empty),application/xml,-,0.0,T,F,217,217,0,0,F,-,-,-,-,-,-,-,EdimaxPlug2101W
C9XOQO2rySIDRyei5b,FUxfk6okJIgM6Uv3i,36245,10000,HTTP,0,(empty),application/xml,-,0.0,T,T,212,212,0,0,F,-,-,-,-,-,-,-,EdimaxPlug2101W
C9XOQO2rySIDRyei5b,FlJ800177o1yxOz9ob,36245,10000,HTTP,0,(empty),application/xml,-,0.0,T,F,217,217,0,0,F,-,-,-,-,-,-,-,EdimaxPlug2101W
CON75m41nDEymK5F2i,FwrdvH3HqkfXgKxnDe,34506,10000,HTTP,0,(empty),application/xml,-,0.0,T,T,212,212,0,0,F,-,-,-,-,-,-,-,EdimaxPlug2101W
