uid,id.orig_p,id.resp_p,trans_depth,method,uri,referrer,version,user_agent,origin,request_body_len,response_body_len,status_code,status_msg,info_code,info_msg,tags,username,password,proxied,orig_fuids,orig_filenames,orig_mime_types,resp_fuids,resp_filenames,resp_mime_types,device
CmYlov1xslHMfARf2i,41909,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,FeH2P93sF0VLojbCS3,-,text/json,HueSwitch
CQA0gR1lZH3iOtYcT,33841,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors/new,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,49,200,OK,-,-,(empty),-,-,-,-,-,-,F4tSkA2IpfZHIiHBe4,-,text/json,HueSwitch
CLW7Fi261hJ5Haq8g,60707,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,451,200,OK,-,-,(empty),-,-,-,-,-,-,FLFaDn4HYssTbCc7na,-,text/json,HueSwitch
C8wXuw4olqE88QGkL6,54845,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,451,200,OK,-,-,(empty),-,-,-,-,-,-,FJyPg8f3XKCGitmZb,-,text/json,HueSwitch
CoWRGP3sBKzxH7gud,52214,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,451,200,OK,-,-,(empty),-,-,-,-,-,-,FzJB2mRH2tzBrMts2,-,text/json,HueSwitch
C6RcTg2pY1mMtxRMEi,38443,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,4099,200,OK,-,-,(empty),-,-,-,-,-,-,FBu0ZM3gWG5U8G5K8i,-,text/json,HueSwitch
CtoLV22y8MJxc9nhMf,46699,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,451,200,OK,-,-,(empty),-,-,-,-,-,-,FMoq6e4NSteVlo4WX1,-,text/json,HueSwitch
CdJOKVhCAcOnjuuWj,38511,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors/new,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,49,200,OK,-,-,(empty),-,-,-,-,-,-,FfXqJy1gY3b6bc9ygl,-,text/json,HueSwitch
C1vPpb3P0l5W0pRnv4,42157,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,451,200,OK,-,-,(empty),-,-,-,-,-,-,F1yR5G2R6JI2tRcgL5,-,text/json,HueSwitch
CQ4dkW545Stx5or77,51266,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,451,200,OK,-,-,(empty),-,-,-,-,-,-,F2J8ym28GGSmze8KZf,-,text/json,HueSwitch
CYddb74gjgmVrh6rKg,51169,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,451,200,OK,-,-,(empty),-,-,-,-,-,-,FhL6K41dmkR7CQHA2e,-,text/json,HueSwitch
CzvyGc4z4IMk6UK2ja,37167,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,451,200,OK,-,-,(empty),-,-,-,-,-,-,F7CMW71xZPswco206h,-,text/json,HueSwitch
C6FWtn164l6beSKUG4,60605,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors/new,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,49,200,OK,-,-,(empty),-,-,-,-,-,-,Fw0Bia44C9hPO62jn6,-,text/json,HueSwitch
CdqX9S1xePQijPPzpl,44584,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,451,200,OK,-,-,(empty),-,-,-,-,-,-,FQqIlTK5VINV5mrfk,-,text/json,HueSwitch
CHTVlj30nNDbtIHuPc,34090,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,451,200,OK,-,-,(empty),-,-,-,-,-,-,FvQCi91rxPo8GslBue,-,text/json,HueSwitch
CGda9Q2ESExkz4buGc,42983,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,451,200,OK,-,-,(empty),-,-,-,-,-,-,F5lIYy2E3zXgR85Dd8,-,text/json,HueSwitch
CO49O42akvFOIhnOK7,50042,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,451,200,OK,-,-,(empty),-,-,-,-,-,-,FeuBEe4kQB0497FzWf,-,text/json,HueSwitch
CaFlmd2G7YIZCu4XRb,57475,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors/new,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,49,200,OK,-,-,(empty),-,-,-,-,-,-,FLsoqb3Vkfq5Ar3s9d,-,text/json,HueSwitch
CDUpRFHedahGEFYcg,38369,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,451,200,OK,-,-,(empty),-,-,-,-,-,-,FT34WQNfbLjU9ldj,-,text/json,HueSwitch
CdaQpb3JgiK1ERyZx,60162,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,451,200,OK,-,-,(empty),-,-,-,-,-,-,FRqgrv17uQ35hkj9pg,-,text/json,HueSwitch
CboQav3wrKvUiOeSN3,37867,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,451,200,OK,-,-,(empty),-,-,-,-,-,-,FPuFOjuel4VajELq1,-,text/json,HueSwitch
CVZaOs1SAwLHVQ75j6,55920,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,FPcqlz440IYhUb53P7,-,text/json,HueSwitch
CBL8Zb3vtQx6xVPbc2,35436,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors/new,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,49,200,OK,-,-,(empty),-,-,-,-,-,-,FZJPXg4TCvamy0g7gc,-,text/json,HueSwitch
CnYINM26XOi8cVUhIb,48771,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,FoI8m13eA0dCYzHQtf,-,text/json,HueSwitch
CchUfM27VgZanXOZle,44726,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,FBx4ua1zBEcTiFCJhj,-,text/json,HueSwitch
CcWcFhWoO14uFFvl,60554,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,F8poVV277hOGVDZ5C4,-,text/json,HueSwitch
CZKn9R2xKzt0UEBiQi,32797,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,FQBcGt47IQg0AGQrid,-,text/json,HueSwitch
CsCPGa1LPbTee4gOW2,42645,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors/new,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,49,200,OK,-,-,(empty),-,-,-,-,-,-,Fbojt54MkukW4eBkHb,-,text/json,HueSwitch
Ce8nheXTHIYlQJge4,38974,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,FhPnra4ZO5q2I1hyCa,-,text/json,HueSwitch
CYiHg3QGRxkHj3Bgc,53646,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,FafWpo2M8elqASl43c,-,text/json,HueSwitch
Cd8IIe4GIq7N3JwuQc,57020,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,FQcns327YUdfzUiDk,-,text/json,HueSwitch
CJyJnb3MH4p78cy3q5,50178,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,4142,200,OK,-,-,(empty),-,-,-,-,-,-,FGyjqA1JhORj6R20mi,-,text/json,HueSwitch
CRVlU23anOr2Xs7Cnj,36772,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,FXfPU8o2tXnnWI8n5,-,text/json,HueSwitch
CgpKb54tOwzNWqegG4,38970,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors/new,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,49,200,OK,-,-,(empty),-,-,-,-,-,-,FFS0AB4Jf47bebGofg,-,text/json,HueSwitch
CvZXCzssqddkKSfPa,59831,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,FqLdaD30ca6vnqQBR7,-,text/json,HueSwitch
CiHLXj4BqNdSxNRdse,38399,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,F4vr8l4oKNhyAiGKH2,-,text/json,HueSwitch
Cbzv4k3Ma058koL4g,48625,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,Fmp8q74mdtE8Zz0aBb,-,text/json,HueSwitch
CJZolq4Rpvhuyw0kf7,42690,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,FN5yLQ16JONyBDqE33,-,text/json,HueSwitch
CWP9giAeYVdyfFXa2,59116,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors/new,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,49,200,OK,-,-,(empty),-,-,-,-,-,-,FlKsjW1LlRwCJY7Ov1,-,text/json,HueSwitch
CHfEAk4WAJwLLgh2oj,56828,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,FGlkAV3HVk1aJRoWdc,-,text/json,HueSwitch
CfXWXn4nnEuch5jjQl,45031,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,FplJnj3oUygfbYitv9,-,text/json,HueSwitch
C0Mwb14i0iPiu0Xqtj,46217,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,FycJs215mK0cJ5C4Od,-,text/json,HueSwitch
CUnVJdmPkKYNGBkCk,39090,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,FvsZBJ3tz4yrX7Hf9l,-,text/json,HueSwitch
Ce7hS83Pu2UUCUj6u6,53422,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors/new,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,49,200,OK,-,-,(empty),-,-,-,-,-,-,FUe8hGnefrfpphbc9,-,text/json,HueSwitch
Cw6KONXivBnQKROP,35565,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,FfVCLr3uM1Udn2no8,-,text/json,HueSwitch
CnAaN12Qov1skaDym4,50821,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,FtyU6o26m29Cpxc1xi,-,text/json,HueSwitch
CEpZxG2gw0ZFuy48l,45325,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,FUvkRd1ogLWTiMLTA,-,text/json,HueSwitch
CUeJxb7nsGwux0Hpf,60560,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,Fczfxi2tGz8fT9jOG6,-,text/json,HueSwitch
CRC3Id1xDnWROiaTc4,45347,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors/new,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,62,200,OK,-,-,(empty),-,-,-,-,-,-,F1Owei2SVAPCV7KUjg,-,text/json,HueSwitch
CIqqJiuwTfbaZ6GP9,39494,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,Fuug9l1bPJ6CgaeGSi,-,text/json,HueSwitch
CofHUC1jmqIvxG3X6i,42314,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,FyyA4147A8ynNN64le,-,text/json,HueSwitch
CpaqBl4w7Pmj1shyjf,46721,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,Fs0cRf1qMPvqhQ7kw7,-,text/json,HueSwitch
CN5pG1TBV0rI8Q5Tc,43918,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,FTFaTx3KLkBwCjhxk1,-,text/json,HueSwitch
CUZNBD2BCDg3eld6H7,58350,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,FCmVjMRcFp1zzBCXc,-,text/json,HueSwitch
CfN3WV3V18e3ccKQb3,46059,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,FrhOhy2x9a73wkyvRh,-,text/json,HueSwitch
CX7PnoQ8nsoNcaUgg,46695,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,Fd8i002Ha50jV9fnW,-,text/json,HueSwitch
CMT5f64gneQZk69dka,45583,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,4142,200,OK,-,-,(empty),-,-,-,-,-,-,FV27my2LjmNBidRaki,-,text/json,HueSwitch
CEytfC4NJfkr7f8Dyc,55336,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,FMJaQ54OrrDjVKZSV7,-,text/json,HueSwitch
CzPoc9JsdLV5kENjj,51649,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,FGAzN93AuRPHckVdx8,-,text/json,HueSwitch
CS08XU1KPa39U3G80k,56038,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,F55acngh231Elbnm,-,text/json,HueSwitch
C3Npsqs64WdoJQme9,56196,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,F4bYO21I6Ds4CrFzk2,-,text/json,HueSwitch
CdmPnJ3fL8dttjflz9,38923,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,FlsbqU2eWjJCfrY6r8,-,text/json,HueSwitch
Crd0Z9FQdeb9LPS8i,60483,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,FdQ7XHOcc2DMs1Hq6,-,text/json,HueSwitch
CUvI7k13H6cLqYGd7k,33915,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,Fw8sSw2dBx2M6Y7Mli,-,text/json,HueSwitch
CQs4JOoGjXwNB0VQ6,54729,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,FYK4nL2ZFOWR0pSHpi,-,text/json,HueSwitch
COkTi64j1AXYfEGfLe,47452,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,F89cEk2RfevlrL0Mbk,-,text/json,HueSwitch
CSaJNR3OqLTpFeRIda,60035,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,FGlTL6u6nsPZPzOx,-,text/json,HueSwitch
COW32N1GWNb9ChfuGh,43412,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,FOLshGAG058qcYe7k,-,text/json,HueSwitch
CwK8DC1RPQvkLcM4V7,35280,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,FDSVVrcrNuVdeKwbb,-,text/json,HueSwitch
CFfcCzBHCHXakAXa2,52877,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,FMdmQ7pBpp9OmY8o9,-,text/json,HueSwitch
CEgAT02WcNFJ7dDk4c,53240,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,FNVuCZ1Wj5EPg1xiL1,-,text/json,HueSwitch
Ca9kgp1zZygwpJ2g0e,46240,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,Fr1Ab81J6mOd8JZEze,-,text/json,HueSwitch
CK5Vmf1NW25BJovQCi,56423,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,FYAbAY2WnuKyDlrzSj,-,text/json,HueSwitch
CqGd9n30Z6eokmQaP8,58125,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,FYwOIl4AsNERQVdLy1,-,text/json,HueSwitch
CYgdVa3Z1kGFJHqa3l,39098,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,F0okee59Ou9j6H7A1,-,text/json,HueSwitch
CvE2KovM8fHKOwWV9,32862,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,FAWEnJ2BIhYWXEzEXe,-,text/json,HueSwitch
CCErDt1IhnycB64mQ6,52146,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,FciHke3c5oJuRhFDQ5,-,text/json,HueSwitch
CJqqWrQqfJzXAgNTg,40486,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,4142,200,OK,-,-,(empty),-,-,-,-,-,-,FQwsBj47MPctlF0b16,-,text/json,HueSwitch
CBQjBC4GR4sZDr2bib,58876,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,FzYM394pTTlYh0dL4f,-,text/json,HueSwitch
CJq6oq3775RYiAFtt1,50653,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,FNIfr44gvdfouWZ9U5,-,text/json,HueSwitch
CPuAUv2SbBRruFqblk,45355,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,FKj4Wy2mqvU0mXCMJi,-,text/json,HueSwitch
CQGmGDtTQXHZgD3P5,50434,80,1,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0,464,200,OK,-,-,(empty),-,-,-,-,-,-,FqsAc02DMdkKSPPv7l,-,text/json,HueSwitch
