uid,files_fuid,files_id.orig_p,files_id.resp_p,files_source,files_depth,files_analyzers,files_mime_type,files_filename,files_duration,files_local_orig,files_is_orig,files_seen_bytes,files_total_bytes,files_missing_bytes,files_overflow_bytes,files_timedout,files_parent_fuid,files_md5,files_sha1,files_sha256,files_extracted,files_extracted_cutoff,files_extracted_size,http_id.orig_p,http_id.resp_p,http_trans_depth,http_method,http_uri,http_referrer,http_version,http_user_agent,http_origin,http_request_body_len,http_response_body_len,http_status_code,http_status_msg,http_info_code,http_info_msg,http_tags,http_username,http_password,http_proxied,http_orig_fuids,http_orig_filenames,http_orig_mime_types,http_resp_fuids,http_resp_filenames,http_resp_mime_types,conn_id.orig_p,conn_id.resp_p,conn_proto,conn_service,conn_duration,conn_orig_bytes,conn_resp_bytes,conn_conn_state,conn_local_orig,conn_local_resp,conn_missed_bytes,conn_history,conn_orig_pkts,conn_orig_ip_bytes,conn_resp_pkts,conn_resp_ip_bytes,conn_tunnel_parents,conn_ip_proto,dns_id.orig_p,dns_id.resp_p,dns_proto,dns_trans_id,dns_rtt,dns_query,dns_qclass,dns_qclass_name,dns_qtype,dns_qtype_name,dns_rcode,dns_rcode_name,dns_AA,dns_TC,dns_RD,dns_RA,dns_Z,dns_answers,dns_TTLs,dns_rejected,dns_opcode,dns_opcode_name,ssl_id.orig_p,ssl_id.resp_p,ssl_version,ssl_cipher,ssl_curve,ssl_server_name,ssl_resumed,ssl_last_alert,ssl_next_protocol,ssl_established,ssl_ssl_history,ssl_cert_chain_fps,ssl_client_cert_chain_fps,ssl_sni_matches_cert,weird_id.orig_p,weird_id.resp_p,weird_name,weird_addl,weird_notice,weird_peer,weird_source,ntp_id.orig_p,ntp_id.resp_p,ntp_version,ntp_mode,ntp_stratum,ntp_poll,ntp_precision,ntp_root_delay,ntp_root_disp,ntp_ref_id,ntp_ref_time,ntp_org_time,ntp_rec_time,ntp_xmt_time,ntp_num_exts,device
CRtqJ1U5D4rIpMM4k,FGq1av2OQmvUrIw532,58590.0,80.0,HTTP,0.0,(empty),text/json,-,0.0,T,F,22.0,-,0.0,0.0,F,-,-,-,-,-,-,-,58590.0,80.0,1.0,GET,/api/792c3bef656bfd83720765ec2f717b9c/lights/new,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0.0,22.0,200,OK,-,-,(empty),-,-,-,-,-,-,FGq1av2OQmvUrIw532,-,text/json,58590.0,80.0,tcp,http,0.018820,205,443,SF,T,T,0.0,ShADadfF,5.0,473.0,5.0,711.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueBridge
CS08XU1KPa39U3G80k,F55acngh231Elbnm,56038.0,80.0,HTTP,0.0,(empty),text/json,-,0.0,T,F,464.0,-,0.0,0.0,F,-,-,-,-,-,-,-,56038.0,80.0,1.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0.0,464.0,200,OK,-,-,(empty),-,-,-,-,-,-,F55acngh231Elbnm,-,text/json,56038.0,80.0,tcp,http,0.018682,201,885,SF,T,T,0.0,ShADadfF,6.0,521.0,5.0,1153.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueSwitch
CSaJNR3OqLTpFeRIda,FGlTL6u6nsPZPzOx,60035.0,80.0,HTTP,0.0,(empty),text/json,-,0.0,T,F,464.0,-,0.0,0.0,F,-,-,-,-,-,-,-,60035.0,80.0,1.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0.0,464.0,200,OK,-,-,(empty),-,-,-,-,-,-,FGlTL6u6nsPZPzOx,-,text/json,60035.0,80.0,tcp,http,0.018425,201,885,SF,T,T,0.0,ShADadfF,6.0,521.0,5.0,1153.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueSwitch
CSe9lw3a6jb4F1Y5b,FvOspPnIJLyLQLXCj,32843.0,80.0,HTTP,0.0,(empty),text/json,-,0.0,T,F,243.0,-,0.0,0.0,F,-,-,-,-,-,-,-,32843.0,80.0,1.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0.0,243.0,200,OK,-,-,(empty),-,-,-,-,-,-,FvOspPnIJLyLQLXCj,-,text/json,32843.0,80.0,tcp,http,0.014095,201,664,SF,T,T,0.0,ShADadfF,6.0,521.0,5.0,932.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueSwitch
CSnNfM3e0V2QeyASPe,Ffbcs842A28JTyxsKh,43695.0,80.0,HTTP,0.0,(empty),text/plain,-,0.0,F,F,310.0,310,0.0,0.0,F,-,-,-,-,-,-,-,43695.0,80.0,1.0,GET,/agent/upgrade?p=zhzIF9nIbKe/OVCrwMHCYI1+v/4yUXqPskBmJ7hIdlY233btWGM8bqUeUBySHBduPFQknBmeer8ReEXA2FZDZGLQvs5dEKRZRnkyTydk+wGvHYZ2Y9VHb3TOuhQp4+AF&iv=OkQPNquD3SXY5mRdgqdo6g==,-,1.1,Wget/1.13 (linux-uclibc),-,0.0,310.0,200,OK,-,-,(empty),-,-,-,-,-,-,Ffbcs842A28JTyxsKh,-,text/plain,43695.0,80.0,tcp,http,0.303993,304,493,SF,T,F,0.0,ShADadFf,6.0,624.0,4.0,709.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-LinkHomeHub
CSq7RXbUdJ3YCTDhd,FYEVb63CQW7RBBZu0j,41886.0,80.0,HTTP,0.0,(empty),text/json,-,0.001858,T,F,1638.0,-,0.0,0.0,F,-,-,-,-,-,-,-,41886.0,80.0,1.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/rules,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0.0,1638.0,200,OK,-,-,(empty),-,-,-,-,-,-,FYEVb63CQW7RBBZu0j,-,text/json,41886.0,80.0,tcp,http,0.014498,199,2059,SF,T,T,0.0,ShADadfF,7.0,571.0,6.0,2379.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueSwitch
CT41bQ1JV7jbQ8ptFh,F8LdgI392LmNrtCFZb,38436.0,80.0,HTTP,0.0,(empty),application/soap+xml,-,0.0,T,T,364.0,364,0.0,0.0,F,-,-,-,-,-,-,-,38436.0,80.0,1.0,POST,/HNAP1/,-,1.1,ksoap2-android/2.6.0+,-,364.0,885.0,200,OK,-,-,(empty),-,-,-,F8LdgI392LmNrtCFZb,-,application/soap+xml,Ff8oIgAU1hualnD31,-,application/soap+xml,38436.0,80.0,tcp,http,0.048790,693,1093,SF,T,T,0.0,ShADadfF,5.0,961.0,5.0,1361.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-LinkCam
CU7kr73OL50VSzLXv3,FVPAuh2bT5CfIMFCTc,48270.0,80.0,HTTP,0.0,(empty),text/json,-,0.000764,T,F,1553.0,-,0.0,0.0,F,-,-,-,-,-,-,-,48270.0,80.0,1.0,GET,/api/792c3bef656bfd83720765ec2f717b9c,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0.0,1553.0,200,OK,-,-,(empty),-,-,-,-,-,-,FVPAuh2bT5CfIMFCTc,-,text/json,48270.0,80.0,tcp,http,0.036882,194,1974,SF,T,T,0.0,ShADadfF,6.0,514.0,6.0,2294.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueBridge
CUZNBD2BCDg3eld6H7,FCmVjMRcFp1zzBCXc,58350.0,80.0,HTTP,0.0,(empty),text/json,-,0.0,T,F,464.0,-,0.0,0.0,F,-,-,-,-,-,-,-,58350.0,80.0,1.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0.0,464.0,200,OK,-,-,(empty),-,-,-,-,-,-,FCmVjMRcFp1zzBCXc,-,text/json,58350.0,80.0,tcp,http,0.017539,201,885,SF,T,T,0.0,ShADadfF,6.0,521.0,5.0,1153.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueSwitch
CUeJxb7nsGwux0Hpf,Fczfxi2tGz8fT9jOG6,60560.0,80.0,HTTP,0.0,(empty),text/json,-,0.0,T,F,464.0,-,0.0,0.0,F,-,-,-,-,-,-,-,60560.0,80.0,1.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0.0,464.0,200,OK,-,-,(empty),-,-,-,-,-,-,Fczfxi2tGz8fT9jOG6,-,text/json,60560.0,80.0,tcp,http,0.018278,201,885,SF,T,T,0.0,ShADadfF,6.0,521.0,5.0,1153.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueSwitch
CUlDtA2E2lig7D3PP1,FkJknF435i8qW3gFi,57063.0,10000.0,HTTP,0.0,(empty),application/xml,-,0.0,T,T,212.0,212,0.0,0.0,F,-,-,-,-,-,-,-,57063.0,10000.0,1.0,POST,/smartplug.cgi,-,1.1,-,-,212.0,217.0,200,OK,-,-,(empty),admin,-,-,FkJknF435i8qW3gFi,-,application/xml,FR21BZ2pSHRXgSOdph,-,application/xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EdimaxPlug2101W
CUnVJdmPkKYNGBkCk,FvsZBJ3tz4yrX7Hf9l,39090.0,80.0,HTTP,0.0,(empty),text/json,-,0.0,T,F,464.0,-,0.0,0.0,F,-,-,-,-,-,-,-,39090.0,80.0,1.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0.0,464.0,200,OK,-,-,(empty),-,-,-,-,-,-,FvsZBJ3tz4yrX7Hf9l,-,text/json,39090.0,80.0,tcp,http,0.021928,201,885,SF,T,T,0.0,ShADadfF,6.0,521.0,5.0,1153.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueSwitch
CUvI7k13H6cLqYGd7k,Fw8sSw2dBx2M6Y7Mli,33915.0,80.0,HTTP,0.0,(empty),text/json,-,0.0,T,F,464.0,-,0.0,0.0,F,-,-,-,-,-,-,-,33915.0,80.0,1.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0.0,464.0,200,OK,-,-,(empty),-,-,-,-,-,-,Fw8sSw2dBx2M6Y7Mli,-,text/json,33915.0,80.0,tcp,http,0.020097,201,885,SF,T,T,0.0,ShADadfF,6.0,521.0,5.0,1153.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueSwitch
CVZaOs1SAwLHVQ75j6,FPcqlz440IYhUb53P7,55920.0,80.0,HTTP,0.0,(empty),text/json,-,0.0,T,F,464.0,-,0.0,0.0,F,-,-,-,-,-,-,-,55920.0,80.0,1.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0.0,464.0,200,OK,-,-,(empty),-,-,-,-,-,-,FPcqlz440IYhUb53P7,-,text/json,55920.0,80.0,tcp,http,0.018162,201,885,SF,T,T,0.0,ShADadfF,6.0,521.0,5.0,1153.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueSwitch
CVnmVZ2ehu0FTWYEZ2,FTmqao1DJYRxqsFiGk,3391.0,8899.0,HTTP,0.0,(empty),text/plain,-,0.0,T,T,549.0,549,0.0,0.0,F,-,-,-,-,-,-,-,3391.0,8899.0,1.0,PUT,/ToolService/log/uploadWdLogFile/94103E340CB4,-,1.1,-,-,549.0,67.0,200,OK,100,Continue,(empty),-,-,-,FTmqao1DJYRxqsFiGk,-,text/plain,FapPATeLEEebRWk96,-,text/plain,3391.0,8899.0,tcp,http,0.467138,744,226,SF,T,F,0.0,ShADadFf,7.0,1116.0,5.0,494.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WeMoSwitch2
CWD91W2Z1jwxUPC0fl,FcciNd22hYDltM40G3,48434.0,80.0,HTTP,0.0,(empty),text/json,-,0.0,T,F,464.0,-,0.0,0.0,F,-,-,-,-,-,-,-,48434.0,80.0,1.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0.0,464.0,200,OK,-,-,(empty),-,-,-,-,-,-,FcciNd22hYDltM40G3,-,text/json,48434.0,80.0,tcp,http,0.017939,201,885,SF,T,T,0.0,ShADadfF,6.0,521.0,5.0,1153.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueSwitch
CWEbzk2Ot5aRoEhNg7,FucZuZ2p90mPdkFHy9,36329.0,80.0,HTTP,0.0,(empty),text/json,-,0.0,T,F,22.0,-,0.0,0.0,F,-,-,-,-,-,-,-,36329.0,80.0,1.0,GET,/api/792c3bef656bfd83720765ec2f717b9c/lights/new,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0.0,22.0,200,OK,-,-,(empty),-,-,-,-,-,-,FucZuZ2p90mPdkFHy9,-,text/json,36329.0,80.0,tcp,http,0.019187,205,443,SF,T,T,0.0,ShADadfF,5.0,473.0,5.0,711.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueBridge
CWEpkx2ZmZrRJEuBW5,FQJd3ktwJqvBz840l,47038.0,80.0,HTTP,0.0,(empty),text/json,-,0.0,T,F,243.0,-,0.0,0.0,F,-,-,-,-,-,-,-,47038.0,80.0,1.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0.0,243.0,200,OK,-,-,(empty),-,-,-,-,-,-,FQJd3ktwJqvBz840l,-,text/json,47038.0,80.0,tcp,http,0.014482,201,664,SF,T,T,0.0,ShADadftF,7.0,585.0,6.0,1631.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueSwitch
CWHWd63brKL2SemLK3,FYP2KH13jM2HrllY41,40622.0,80.0,HTTP,0.0,(empty),text/plain,-,0.0,T,T,128.0,-,0.0,0.0,F,-,-,-,-,-,-,-,40622.0,80.0,1.0,POST,/queue/getmessage?duration=180000&interval=25&sso=91c2b44e0cc2e21ed49576ab6732c15b5c8a86e5f4211feb4a1e9a086dddf9d2663e7c6b035a33b43dd98c6168842c6bb4db90d7a83e0ad2cd8bf0010e8814e9836421ead32d055f3e05c80ba69c0955770db808bd9918cf1e9f2eb8ad0b227a626246c01274a1ddbc7663ca1a01aec93f5a829577f38c832649cf73f72a0c0d2fbe75ecf4adb27e0fe3bf0d10027b873f056baefe608d4d85f0fd8413d0a6ed3afe12cb943d5b384576983a1fc606ce661ee9090c3bfde87fa5e66716ac060b&i=74fa389e391180e2981d37217441ab6b&auth=4242865ce2fb1979dcc5975ed34688ed35324eb7,-,1.1,-,-,128.0,32.0,200,OK,-,-,(empty),-,-,-,FYP2KH13jM2HrllY41,-,text/plain,FzHV1X3c88oByRVp4,-,text/plain,40622.0,80.0,tcp,http,0.053268,792,255,SF,T,F,0.0,ShADadfF,6.0,1112.0,6.0,575.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueBridge
CWIjx8obIv3cg3lK6,F7hsyp1FdRMMW7Tv9k,34793.0,80.0,HTTP,0.0,(empty),text/plain,-,0.0,F,F,310.0,310,0.0,0.0,F,-,-,-,-,-,-,-,34793.0,80.0,1.0,GET,/agent/upgrade?p=2MutPkCzZ3+OCNcjNo/dVl99KU0K4EKXWdcL01T1oc9qA04ZDQWeRcMFqW33KixKZPMl9/X9A7vShsUU2LQrFOxFbt7c2f/KP3vj4+WsQZxEipmMBdjW7x7MJXMg1DWA&iv=NTaE51ldttJNz3XGW+cgnA==,-,1.1,Wget/1.13 (linux-uclibc),-,0.0,310.0,200,OK,-,-,(empty),-,-,-,-,-,-,F7hsyp1FdRMMW7Tv9k,-,text/plain,34793.0,80.0,tcp,http,0.182389,306,493,SF,T,F,0.0,ShADadFf,6.0,626.0,4.0,709.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-LinkSwitch
CWP9giAeYVdyfFXa2,FlKsjW1LlRwCJY7Ov1,59116.0,80.0,HTTP,0.0,(empty),text/json,-,0.0,T,F,49.0,-,0.0,0.0,F,-,-,-,-,-,-,-,59116.0,80.0,1.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors/new,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0.0,49.0,200,OK,-,-,(empty),-,-,-,-,-,-,FlKsjW1LlRwCJY7Ov1,-,text/json,59116.0,80.0,tcp,http,0.011073,205,470,SF,T,T,0.0,ShADadfF,5.0,473.0,5.0,738.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueSwitch
CWfolA34aqDQp7iXp2,Fv2qWk3hOx0q8pq9v6,40641.0,80.0,HTTP,0.0,(empty),text/plain,-,0.0,T,T,128.0,-,0.0,0.0,F,-,-,-,-,-,-,-,40641.0,80.0,1.0,POST,/queue/getmessage?duration=180000&interval=25&sso=91c2b44e0cc2e21ed49576ab6732c15b5c8a86e5f4211feb4a1e9a086dddf9d2663e7c6b035a33b43dd98c6168842c6bb4db90d7a83e0ad2cd8bf0010e8814e9836421ead32d055f3e05c80ba69c0955770db808bd9918cf1e9f2eb8ad0b227a626246c01274a1ddbc7663ca1a01aec93f5a829577f38c832649cf73f72a0c0d2fbe75ecf4adb27e0fe3bf0d10027b873f056baefe608d4d85f0fd8413d0a6ed3afe12cb943d5b384576983a1fc606ce661ee9090c3bfde87fa5e66716ac060b&i=48074cb29322cc76cd08a7b8168bfb78&auth=6a618dee454542023551f9ec09c5c7c72c9e002c,-,1.1,-,-,128.0,32.0,200,OK,-,-,(empty),-,-,-,Fv2qWk3hOx0q8pq9v6,-,text/plain,Fwmm383A57EFJgO6ja,-,text/plain,40641.0,80.0,tcp,http,0.039871,792,254,SF,T,F,0.0,ShADadfF,6.0,1112.0,6.0,574.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueBridge
CX0uc31l7fTTlrLUP3,FM92j12Wwfeuzusgwh,41983.0,80.0,HTTP,0.0,(empty),text/json,-,0.0,T,F,49.0,-,0.0,0.0,F,-,-,-,-,-,-,-,41983.0,80.0,1.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors/new,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0.0,49.0,200,OK,-,-,(empty),-,-,-,-,-,-,FM92j12Wwfeuzusgwh,-,text/json,41983.0,80.0,tcp,http,0.017509,205,470,SF,T,T,0.0,ShADadfF,5.0,473.0,5.0,738.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueSwitch
CX43vx3CqNpHSP6qFj,FrLDhw4gVSRjrzfmna,44112.0,80.0,HTTP,0.0,(empty),text/json,-,0.0,T,T,267.0,267,0.0,0.0,F,-,-,-,-,-,-,-,44112.0,80.0,1.0,POST,/api/1d7a2f22157658516ebbad4748c9f43/rules/,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,267.0,24.0,200,OK,-,-,(empty),-,-,-,FrLDhw4gVSRjrzfmna,-,text/json,FDaquA3O5AydJ9C4Bi,-,text/json,44112.0,80.0,tcp,http,0.027937,538,445,SF,T,T,0.0,ShADadfF,7.0,910.0,7.0,817.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueSwitch
CX7PnoQ8nsoNcaUgg,Fd8i002Ha50jV9fnW,46695.0,80.0,HTTP,0.0,(empty),text/json,-,0.0,T,F,464.0,-,0.0,0.0,F,-,-,-,-,-,-,-,46695.0,80.0,1.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0.0,464.0,200,OK,-,-,(empty),-,-,-,-,-,-,Fd8i002Ha50jV9fnW,-,text/json,46695.0,80.0,tcp,http,0.017739,201,885,SF,T,T,0.0,ShADadfF,6.0,521.0,5.0,1153.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueSwitch
CXDVE5362A8alhVb6a,FO78oM33o77ZLasIuj,40640.0,80.0,HTTP,0.0,(empty),text/plain,-,0.0,T,T,128.0,-,0.0,0.0,F,-,-,-,-,-,-,-,40640.0,80.0,1.0,POST,/queue/getmessage?duration=180000&interval=25&sso=91c2b44e0cc2e21ed49576ab6732c15b5c8a86e5f4211feb4a1e9a086dddf9d2663e7c6b035a33b43dd98c6168842c6bb4db90d7a83e0ad2cd8bf0010e8814e9836421ead32d055f3e05c80ba69c0955770db808bd9918cf1e9f2eb8ad0b227a626246c01274a1ddbc7663ca1a01aec93f5a829577f38c832649cf73f72a0c0d2fbe75ecf4adb27e0fe3bf0d10027b873f056baefe608d4d85f0fd8413d0a6ed3afe12cb943d5b384576983a1fc606ce661ee9090c3bfde87fa5e66716ac060b&i=15dbeecee770f2032488081c54ab5bf0&auth=729d01c43dcef60c919affbb0fa31ba68f7fcda1,-,1.1,-,-,128.0,32.0,200,OK,-,-,(empty),-,-,-,FO78oM33o77ZLasIuj,-,text/plain,FNBhWm2TJtd9iPLodl,-,text/plain,40640.0,80.0,tcp,http,0.045363,792,254,SF,T,F,0.0,ShADadfF,6.0,1112.0,6.0,574.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueBridge
CXlmG84NNKcCqSCKFh,FsCFlg3iXp6kfisHO7,58618.0,80.0,HTTP,0.0,(empty),text/json,-,0.0,T,F,68.0,-,0.0,0.0,F,-,-,-,-,-,-,-,58618.0,80.0,1.0,GET,/api/792c3bef656bfd83720765ec2f717b9c/lights/new,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0.0,68.0,200,OK,-,-,(empty),-,-,-,-,-,-,FsCFlg3iXp6kfisHO7,-,text/json,58618.0,80.0,tcp,http,0.024624,205,489,SF,T,T,0.0,ShADadfF,5.0,473.0,5.0,757.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueBridge
CYDzuuTErv5luBD8l,FaS5zk16p6VLTTjQna,39382.0,80.0,HTTP,0.0,(empty),text/json,-,0.053448,T,F,32.0,-,0.0,0.0,F,-,-,-,-,-,-,-,39382.0,80.0,1.0,DELETE,/api/1d7a2f22157658516ebbad4748c9f43/rules/3,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0.0,32.0,200,OK,-,-,(empty),-,-,-,-,-,-,FaS5zk16p6VLTTjQna,-,text/json,39382.0,80.0,tcp,http,0.063290,272,453,SF,T,T,0.0,ShADadfF,7.0,644.0,7.0,825.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueSwitch
CYLWsjwkaRQX39kC1,FdZ3Ic1rnrWuxD1hk6,52844.0,80.0,HTTP,0.0,(empty),text/json,-,0.0,T,F,464.0,-,0.0,0.0,F,-,-,-,-,-,-,-,52844.0,80.0,1.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0.0,464.0,200,OK,-,-,(empty),-,-,-,-,-,-,FdZ3Ic1rnrWuxD1hk6,-,text/json,52844.0,80.0,tcp,http,0.017486,201,885,SF,T,T,0.0,ShADadfF,6.0,521.0,5.0,1153.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueSwitch
CYN2Gu1xlYb511MrM7,FsR2En1HbAibBOtNK2,50378.0,10000.0,HTTP,0.0,(empty),application/xml,-,0.0,T,T,212.0,212,0.0,0.0,F,-,-,-,-,-,-,-,50378.0,10000.0,1.0,POST,/smartplug.cgi,-,1.1,-,-,212.0,217.0,200,OK,-,-,(empty),admin,-,-,FsR2En1HbAibBOtNK2,-,application/xml,FQmO6m1J5seGbiyFa,-,application/xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EdimaxPlug1101W
CYddb74gjgmVrh6rKg,FhL6K41dmkR7CQHA2e,51169.0,80.0,HTTP,0.0,(empty),text/json,-,0.0,T,F,451.0,-,0.0,0.0,F,-,-,-,-,-,-,-,51169.0,80.0,1.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0.0,451.0,200,OK,-,-,(empty),-,-,-,-,-,-,FhL6K41dmkR7CQHA2e,-,text/json,51169.0,80.0,tcp,http,0.018146,201,872,SF,T,T,0.0,ShADadfF,6.0,521.0,5.0,1140.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueSwitch
